clean_review,sentiment,dominant_topic
alexa new girlfriend thing cool lot neat things show hope add functionality alexa though,Positive,1
great tablet year old grandson love case table works well easy download game apps life battery great battery fully charged last hours,Positive,1
nice product price used ipads house taken learning get used slightly different format works great price point perfect kids use without worry,Positive,1
great tablet bought year old grandson loves good learning tool along great fun,Positive,0
gift purchased gift grandfather excited opened get great use doors winter,Positive,1
nice product really like product son got us alexa show christmas wanted one would turn lights items purchased bridge use phillips hue lights works great show kitchen echo bedroom love great built speaker play music rooms time,Positive,1
job one last two years went daughter loves,Positive,4
great price price almost impulse buy wanted tablet upcoming trip watch movies read etc price point made decision really easy used ipad fire hd little disappointing costs considerably less fit needs felt slugginess several instances needing reboot get certain apps work correct go understanding ipad replacement fit bills let say trip purchased ipad pro item likely handed one children amazon prime get nice perks make really nice item,Positive,0
excellent tablet young boy perfect technology year old son games reading homework,Positive,0
awesome added echo collection great go around house like tap activate,Positive,1
perfect great job picked portable option playing music garage love battery powered never issue running juice issue mics respond voice well echo dot really designed listen alexa command since originally required tap speaker get listen,Positive,1
great speaker great personal speaker tap echo downside tap actually physically tap mic button activate alexa sound quality pretty good price afford would upgrade echo,Positive,1
great deal kindle enjoying kindle much easy load books easy read happy purchase,Positive,1
great product nice compact great sound easy use love,Positive,1
great tablet speed depth research particular tablet price speed good wanted con able clear home screen apps relocate see personal home screen picture,Neutral,0
amazon fire tablet gift loves reasonable price thks,Positive,0
alexa awesome enjoying amazon echo show alexa amazing answering questions variety music,Positive,1
great e reader kindle perfect e reader easy use size perfect bring book go,Positive,1
great anyone excellent good ipad fraction price,Positive,0
amazing families echo show hands best device echo lineup bought least one everyone except tap use call check grandparents got one christmas amazing watching arlo ring cameras screen also watching news segments looking cooking recipes videos great also easiest set echo devices even need use app,Positive,1
works intended gets use everyday girlfriend bought complaints also love color also may get one,Positive,1
love great tablet clear picture would buy,Positive,1
great little speaker great sound function alexa color style silver plus looks great newly finished basement,Positive,1
bring buy printed books always reader early technology adopter resisted moving electronic media reading pleasure wish waited long reading night lights instantly downloading new book favorite aspects,Positive,1
amazing love bought whim brother recommended try sometimes hard believe important life opened long forgotten youth music videos anytime,Positive,1
mom device bought year old mom loves help recipes cooking,Positive,4
best kindle yet small light comfortable hold either hand keep airplane mode medium lighting battery last weeks lovin far,Positive,2
easy hold use great price kindle fire lightweight easy hold use,Positive,1
always go perfect homework surfing web starbucks home,Positive,1
year old loves purchased tablet year old loves easy use setup,Positive,4
good thought would bought way easily read go disappointed really big easily carry around discovered easy use reading purposes,Positive,1
great starter tablet daughter loves tablet amazon plenty games play also easy use,Positive,0
great birthday gift bought one month ago year old granddaughter always mine gave one year old brother birthday month love kindles,Positive,4
easy use love whole system easy use useful,Positive,1
love great around tablet color resolution nice best price nice product,Positive,1
love voyage gave paperwhite friend bought voyage like clearness screen easy turn pages know really worth extra cost compared paperwhite especially since new one came dpi,Positive,1
best tablet ever yr old loves got pink love put restrictions well timer theyre long games books awesome,Positive,0
present daughter loves daughter likes tablet play online games,Positive,0
awesome quick info bought wife christmas loves screen big alexa responds clearly quickly,Positive,1
great children grandson loves tablet everything needs,Positive,0
happy wanted lighted ebook reader also access internet small format fire meets needs great price,Positive,0
love kindle fire literally still using first gen kindle fire finally upgraded love new one negative speakers first one louder one,Positive,2
good could much better video quality good works well amazon prime video music surprises apps disappointing many common apps available even though android versions bad modest expectations,Positive,0
great gift teens teens needed something could use read favorite books watch movies edit photos catch friends social media kindle fire tablet covered great price,Positive,1
kids tablet great christmas gifts kids hours fun games,Positive,0
good children would like say great tablet small buy bigger one next time,Positive,0
great picture best buy size specs reviewed looked samsung k hdtv timeit best money satisfied tv would recommend anyone,Positive,1
tablet love easy operate reasonable price sale,Positive,0
great tv guest room looking putin guest room good picture,Positive,3
like personal concierge bought present wife relaxed holiday requested six hours different song play wife enjoyed music music emanated open areas house wife received information measures recipes weather updates etc one classic gifts,Positive,1
awesome alexa awesome home makes things fun easy,Positive,1
nice product kindle begineers product good light amazing battery backup charge kindle one weeks great product reasonable price usb connection easy books easy download overall everyone must kindle best product model start understandably beginner level model people never used kindle features like led lights white paper background available model features higher models one cannot read dark without lights price would get good readers someone reads dark would suggest go higher kindle models,Positive,4
great tablet son love playing games tablet easy fun,Positive,0
great tablet minimal expense table great experience available tablet without hugh expense would recommend others,Positive,0
love echo plus great purchase love echo plus hue light bulb set really easy hook amazon account order alexa program lights turned certain time every day even download app turn remotely love product compatible nest products,Positive,1
works well perfect gift purchased gift avid reader streaming media device looked bigger kindle one right compromise size portability planned uses,Positive,1
great product great purchase bought make easier turn lights etc perfect connecting whole house,Positive,1
like much live small apartment fan kept whole place cool,Positive,1
excellent love bot lighting system transforms house many moods planning get lights maybe another bot,Positive,1
great product already amazon consumer user alexa control home automation products show great addition us kitchen displaying receipts visualizing things could heard,Positive,1
nice amazon tablet first fire kindle love fast good internet gives quick access kindle library found easier scroll pages using kindle touch,Positive,2
good product pretty convenient another cable charge kindle great price ready hand,Positive,1
excellent sons love playing tablet allow additional time get things done enjoy educational apps provided,Positive,1
great games music great christmas gift great listening music,Positive,1
amazing improvement using amazon echo day released market unfortunately volume control wheel broke quickly went local best buy purchased next generation amazing improvements concerning device really truly love alexa know would without,Positive,1
great device beautiful screen love able get visual effect along audio alexa,Positive,1
kids love quality comes apps installed durrible love case,Positive,1
good product purchased syndrome sister enjoy playing games,Positive,0
reasonably priced work well purpose purchased child love fun games play child appropriate user friendly would encourage parent buy product,Positive,1
great tablet wife easy use pretty user friendly good value price,Positive,0
bought gift christmas gift early tell arrived time,Positive,1
good nice reader almost perfect want need good bargain,Positive,0
great kids easy use plenty space kid recommend warranty,Positive,1
great tablet goog tablet bad part creating profile thats gets complicated sell u tablet saw kids,Positive,0
great product easy use great product best buy answered questions,Positive,1
around great bought kids love love camera,Positive,1
great product far favorite amazon product bought one every bedroom home,Positive,1
good tablet everyday use looked tablet reading books light web surfing fits need,Positive,0
amazing tech amazing piece technology impressed sound quality,Positive,3
great product bought year old daughter loves,Positive,4
love love love think needed alexa screen glad got ask see grocery list pops screen also video calls really like alexa dots almost every room house,Positive,1
love kindle ok unsure kindle bells whistles others happy love kindle managed read book week sicnce got christmas reading free books kindle many pick home download books want read car waiting dmv pull book read remembers book kindle back light nervous far problem light fine reading car enlarge font makes seeing words easier important factor get car sick read riding car larger font problem wear glasses bifocals holding seems comfortable book hold need size perfect enlarge font smaller screen size really nothing readability love,Positive,1
great tablet internet users bought tablet son enjoys using thing love u need internet use apps cant download youtube kids lot apps though lot learning material ages,Positive,0
need great able books place,Positive,1
educational easy use meet standards kids really enjoyed,Positive,1
great tablet good price works better amazon fire tablet better screen faster processor bigger boot,Positive,0
great video calls love ability video chat grand kids enjoying music everyday,Positive,1
lightweight solid fast solid necessary features ebook like side pressure page advance small size fits small hands,Positive,0
great gb tablet price tablet quad core cpu plenty space download apps,Positive,0
great readet avid reader kindle go ease fits purse knitting bag stays charged days,Positive,1
practical easy setup well designed good sound everything alexa plus hd video always ready answers associated video text applicable show movie trailers also watch amazon video excellent demand security video amazon compatible cameras voice activated message video calls amazon show owners alexa app holders highly recommended,Positive,1
tab easy use lightweight would recommend anyone,Positive,1
easy simple love simplicity also love use reading download distracting apps,Positive,1
great tablet price easy use exactly hoped,Positive,0
good tablet price nd amazon tablet love also bought one husband mother law,Positive,0
echo show dot first gen echo sound show way better echoes video functions nice pain get play videos amazon library family enjoys calendar info news briefings rotate screen,Positive,1
great tablet visual quality fire hd amazing runs fast easy use durable,Positive,1
battery life awesome satisfied tablet use browsing screen larger phone caught sale bought two good value money recommended friend get case easier hold second one make nice gift,Positive,1
nice screen speakers needs improvement though overall product excellent speakers capability used bluetooth speakers like echo,Positive,1
nice tablet youngster granddaughter really likes found age appropriate games play,Positive,0
amazon fire great tablet got grandson yrs old perfect size,Positive,0
great tablet price many features packed low price good ereader light tablet uses surf internet email games easy use memory expandable,Positive,0
love great improvement love new alexa device screen bought mother really relate echo dot read output works seamlessly apple calendar see activities day also call great grandchildren talking see,Positive,1
child loves son loves new tablet play games without making mess phone,Positive,0
great product previously nook died tried fire hooked great price lots things,Positive,1
great tablet decent camera clarity screen fast downloads,Positive,0
great purchase got christmas gifts grandsons love,Positive,1
great product price good set apps available robust enough kids abuse,Positive,0
good low cost great want read watch show catch email casually browse internet,Positive,0
love touch screen already older version kindle one even better love touch screen ability scroll without buttons,Positive,2
great tablet great tablet purpose reading also inexpensive,Positive,0
great beginners first experience alexa hard command guess first time reset stopped working reading alexa know command,Neutral,1
great tablet kids durable kids easy use great product price,Positive,1
kindle fire hd th generation using x faster kindle th generation yes gb ram app store made amazon best downloaded google play store get apps mostly used use kindle fire books reading watching youtube web giving rating stars,Positive,3
great product great price gift grandson loves easy use keeps occupied hours,Positive,1
great product best worlds reasonably priced bt speaker amazon alexa enabled device would highly recommend anyone looking bt speaker considering alexa enabled device,Positive,1
best fathers day gift bought gift father absolutely loves,Positive,1
great tablet beginner great christmas gift kid allows store favorite books play educational games nice also optional microsd card extra storage,Positive,0
great tablet even kids tablet literally dropped thousand times screen wont crack bought hd came daughter replace charging anymore cord device inside failed identify cord plugged best quality tablet ever seen amazon great product never buy brand tablet,Positive,0
amazon good tablet kids lots appts download games,Neutral,0
first kindle exceeded expectation easy read books load store ease great saving space avid reader travel many books dont worry space,Positive,1
great video calling grandparents great video calling grandparents real tech savvy also enjoy music demand,Positive,1
good product works great easy use play videos game good,Positive,1
happy thought tablet works fine nd one gotten similar problem port seems come defected charger stay takes long time charge replaced charger brand new one still issues,Negative,4
great tablet child early teenager always nexus tablet desciples fact bought self family members one granddaughter replace nexus gotten slow one works better faster nexus fast easy use perfect tablet child teenager beat price pleased purchase,Positive,0
gearfit understand use awesome,Positive,1
kids kindle fire tablet got month old son watch movies trip la loved lots games apps much still learning features product love,Positive,0
awesome tablet great tablet hd quality works good tablet,Positive,0
lots potential big echo fan seemed like brainer like lot disappointed google pulling youtube functionality also feel like original echo speaker sounded little better listened better kitchen related background noise,Positive,1
amazon echo plus sound echo plus good matte black color looks stylish phillips hugh bulb included purchase nice convenient,Positive,1
gift client added screen great features visual effect plus,Positive,1
works well good price works well best buy sales associate helpful selecting product,Positive,1
gifted tablet dad dad retired vietnam veteran received gift loves much user friendly great quality price,Positive,0
great picture sound pleased sound picture quality link direct tv,Positive,3
great product product daughter loves plays time,Positive,1
great tablet price purchased table use check email get facebook use much great tablet good price,Positive,0
versatile love tablet kindle access email facebook play simple games shop online read books,Positive,0
good price great tablet needed tough little tablet grandson couple months held well,Positive,0
great gift age bought granddaughter age xmas loves,Positive,1
need bought echo dot case dot everything needed dot worked fine returned full featured echo plus,Positive,1
impressive video calls work great screen super informative,Positive,1
cool gadget alexa screen sounds pretty decent countertop device wife loves kitchen recipes weather music fun,Positive,1
excellent ordered couple family members say work great everything supposed highly recommend,Positive,1
easy set worked advertised easy set link wi fi,Positive,1
ok cool device main issue play playlists stored sonos app played streaming services,Neutral,0
excellent great sound money easy set also dot like,Positive,1
love kindle bought one family member loved mine much pleased,Positive,1
media lot fun playing alexa comands speakers sound great glad purchase,Positive,1
perfect tablet features child bought tablet right black friday good reviews perfect warranty kids reputable branding set good cover light hard child remove included one year software freetime user friendly convenient navigate far really like tablet thing still need time determine battery life hours game play battery satisfied,Positive,0
love draw back device internet service included year old granddaugther loves leave home without,Positive,4
great product easy use great product easy use compatible everything want use,Positive,1
easy year old use need definitely get memory card enough memory hold kids apps,Positive,4
far good purchased eco holidays took considerable time get minimally operational rather complex hook devises far hooked dot wish varieties ways learn use nearly able make use yet look exciting ever get,Positive,1
love thanks display version alexa love model,Positive,1
love bought finance bought christmas left bed,Positive,1
great nice good thing used love would tell people,Positive,1
great bargain tablet purchased couple weeks ago complaints far web pages load pretty quickly silk browser battery life excellent installing google play store really easy even apps available beat hundred dollars,Positive,1
easy set plug n play easy use speakers good music,Positive,1
good want control light tv ect voice alexa much,Positive,1
great tablet use streaming hulu playing games held far,Positive,0
best e reader available using paperwhite years unit definitely beats adaptive lighting amazing page turn buttons quite useful looking e reader one,Positive,1
love got kids love also prime member well many great things members movies apps games shows free looking simple tablet help occupy free time look one,Positive,1
awesome wife loves great sound great technology compact durable,Positive,1
love fire quite upgrade original fire deletion carousel welcome change new turn style approach faster consice still know chime sounds also miss ease making notes reading got better way organize books trying figure series trilogies etc impossible buy series set chances good amazon pick new purchase book already read,Positive,1
hands free love fact use voice use electronic devices,Positive,1
great son loves easy use want put,Positive,1
excellent reader kindle voyager absolutely best product reading ebooks product easy read types light also like ability get word definitions expansion text ability,Positive,1
great time price alexa items easy use set works easily smart plug bulb,Positive,1
greatest tablet ever daughter tablet knew would winner child well,Positive,0
love alexa ricks plus best ever buy love,Positive,1
great tabket bought wife christmas loves beat price,Positive,1
great little tablet got year old granddaughter christmas plays till recharge loves great little tablet host capabilities,Positive,0
cool device device seriously cool basic functions box nice customization configuration allow much family loves ability play amazon music voice smart home integration big draw,Positive,1
great product easy navigate daughter loves lightweigh needed avid reader,Positive,1
got wife wife loves thing reads nonstop put,Positive,1
kids love satisfied tablet easy operate,Positive,0
love fits easily purse bag small compact,Positive,1
low priced tablet son uses tablet movies music surf internet money fantastic,Positive,0
perfect combination tablet reader bought kindle dad size perfect big small light carry around,Positive,0
smart hub works amazing replaced old echo one smart hub works great,Positive,1
much useful find useful yr old daugter returned day games r kiddy games,Negative,0
purchased gift read online reviews compared products price amazon,Positive,1
great tablet granddaughter easy use teach granddaughter easily breakable,Positive,1
got son christmas loves son loves kindle fire uses every day,Positive,1
amazing love many features highly recommend using echo saves lots unnecessary work amazing,Positive,1
awsome great product use everyday great way automate home,Positive,1
crashed update first tablet kindle curious updated version disappointed,Negative,2
great kindle using kindle read books stream videos easy enjoyable,Positive,1
excellent product download pdf file read kindle satisfied performance,Positive,1
fun addition useful bought daughters one christmas one love concept,Positive,1
bought two spot dot two shows started spot loved much wanted bigger one best buy pun intended lol,Positive,3
good tablet good tablet son use play games,Positive,0
great device home bought device girlfriend use kitchen could look see recipes instructions trying new food dishes device great also love able listen music world news search items products easily order items device also able connect devices operate lights home much think great device home,Positive,1
easy use purchased mother law mothers day computer person ease use great touch pic,Positive,1
great reader nd one wife using time got one,Positive,1
christmas presents mother son bought two deal presents mother learning curve since one going son teach looks like neat appliance want see weather music turning lights,Positive,1
nice purchased gift tablet far exceeds expectations,Positive,0
love love device perfect size bad eyesight lol use time one side battery life great,Positive,1
disappointed access apps without credit card great tablet apps limited comparison tablets,Positive,2
fun present mother fun loves looking things easier talk,Positive,1
great every home bought family everyone loves definitely recommend buying one,Positive,1
love much better reading ipad completely worth guess complaint operating system still seems little weak terms responsiveness fluidity really impact regular usage page turning felt browsing library store etc,Positive,1
easy use love tablet reading upgrade kindle searching internet email etc take anywhere cheaper ipad enough need,Positive,1
great elderly bought elderly parents refuse get smart phone loved feel safer programmed call fall need help plus see grand children without confusion,Positive,1
awesome one favorite gadgets things,Positive,1
works well arlo cameras bought business monitor arlo security cameras amazing,Positive,1
kindle fire hd really great big screen see better loads games books fast,Positive,1
easy reader bought wife constant reader put away previous kindles one internet access also find books anytime wants,Positive,4
nice like screen like echo plus better gets job done,Positive,1
kindle second kindle use reading games internet shopping,Positive,2
amazing awesome sound amazing screen outstanding,Positive,3
fun item family purchased item daughter absolutely loves,Positive,1
love love love gift wife loves much better old one,Positive,1
great kids son love tablet great price,Positive,0
good leisure good leisure reading fun students,Positive,0
slow download slow echo show make worth stand alone,Neutral,1
excellent tablet great size works apps issues yet would buy,Positive,0
nice tablet third amazon fire features old one battery lastlonger,Positive,0
mixed feelings product works pretty well wish instruction book instead go online plus know pay music listen well like said would,Positive,1
pleased purchase extremely satisfied purchase new toy,Positive,1
creative use technology looking something help keep organized keep date weather markets latest news amazon echo show looking honestly product top line technology easy use long patient work read directions size truly perfect honestly reminds size normal alarm clock would nightstand truly serve purpose also touch screen feel durable stand last sound quality also superb dual inch speakers bluetooth capabilities well works android samsung fire os ios device excluding mac products echo show comes two colors black white product many different features functions accommodate pretty much anyone needs top feature alexa app application call commands ask questions anything believe music capabilities truly amazing ask play almost song playlist whenever want also tell volume well another new modernized technology capability hands free voice command smart home options couple things could improved sometimes fully hear exact words search something expecting function could could single voice recognition several voices entire room trying mess constantly price also fair well creative capabilities trying find new technology add home echo show would great addition,Positive,1
bang buck dollars great option although black friday special perfect kids especially considering amount damage handle,Neutral,1
great kitchen bought parents love easy use setup,Positive,1
fun learning entertaining bought learning entertaining purposes daughter enjoys compared learning tablets found price protection plan works best us,Positive,1
buy buy echo like display news found command turn screen bright night used movies etc fairly simple sound decent picture quality bad bought discount two,Positive,1
good toddler serves purpose price would much rather ipad ease use well protected good toddler play make worry broken,Positive,0
fits perfectly hand wish apps play store,Neutral,2
great kids best purchase mad tablet daughter loves,Positive,0
terrific buy video adds great value songs news etc also accessing videos netflix adds greatly,Positive,1
outstanding owned kindle fire hdx gamecircle years finally decided goodreads upgrade fire hd great really prime larger screen new features,Positive,4
excellent heard lot echo plus seen commercials disappointed alexa welcomed family member already love,Positive,1
alexa much fun love,Positive,1
love syncs echo displays slideshows recipes lists controls fire stick sounds pretty good play tube videos good job playing videos,Positive,1
good product multiple echo devices purchasing another brainer enjoy one video capable thing wish would add way pivot camera improve low light capabilities poorly lite rooms,Positive,1
great working well cheap think price way,Positive,1
amazon fire rocks amazon prime years new fire hd makes worth watch movies fly download battery last days use everyday,Positive,1
great tablet beginner bought husband nursing home able listen music loves uses every day music things,Positive,1
great loves plays everyday day thanks,Positive,1
nice sound video pretty good speaker better thought would,Positive,3
great tablet power user great tablet power user average users find everything need,Positive,0
great tablet nice size screen clear clean picture plenty storage,Positive,0
nice tablet purchased tablet gift love easy use,Positive,0
kids regular fire tablet protective case,Negative,0
great kids purchased year old boy happier,Positive,4
great tablet toddler year old grandson son loves big game calls,Positive,0
kindle love tablet second beat price,Positive,0
love whole thing name sound awesome feels like company takes commands first try sound fills room beautifully guests love,Positive,1
bought echo show mom birthday loves use time,Positive,1
best love kindle fast great pict quality convenient use love using watch netflix worth purchase want spend much money,Positive,1
nice gift grandaughter learn abcs grandaughter enjoying tablet would recommend parents young kids,Positive,0
great product amazon show great addition smart home easy set link hub,Positive,1
great tablet price viable substitute expensive pad especially kids wanting tablet download books games email access internet parental controls easily enabled,Positive,0
great daytime reader want read anytime light source thereafter lot night reading paper white cheaper considering add kns buy base model,Positive,1
excellent excellent addition amazon components especially better versions hearing varying voices responding commands,Positive,1
must home awesome product first echo product owned purchased get going split friend like much decided keep singing along stream song lyrics work kitchen house watching youtube videos videos youtube takes effort find ones want think improve time,Positive,1
easy use family loves boys love asking alexa tell joke make toot noises super helpful news weather updates,Positive,1
value money nice tablet price amazon prime member using many amazon services devices tablet really handy managing easily apart basic functinality tablets,Positive,0
great satisfied purchase girlfriend happy,Positive,1
easy fun learn great help assistants store knowledgeable took time help choose right product needs,Positive,1
lots problems want old one back st kindle screen failed reboot often customer service fix replaced nd one screen reboots often customer service offered replace want one works get upgrade replacement,Negative,4
best device reading still best device buying books reading however go kindle paperwhite read books dark places,Positive,1
huge fan hard use lots ads randomly closes apps,Negative,1
perfect travel everything need long battery life,Positive,1
great product daughter loves playing many features keeps busy,Positive,1
sound great affordable price speaker like usd one less price great sound quality,Positive,3
great tablet great price bought tablet son loves used look everything smartphone watched netflix tablet beats speed overall performance also takes really good pictures every member family owns one kindle fire tablets,Positive,0
great item works great neat item fun talk easy set use,Positive,1
great color love color right size easy set works well needed great price,Positive,1
great extra help great device already owned bunch stuff supports alexa needs skills need youtube work,Positive,1
great kids tablet purchased kids tablets best user friendly interactive grandson carries ever goes,Positive,0
average average alexa option show things screen still limited,Neutral,1
good value great hardware price similar ipads,Positive,0
gift family memeber used gift parents see like,Positive,1
easy use young children bought christmas year old granddaughters girls loved said favorite gift,Positive,1
good games kid friendly tablet good gaming learning games well glad got,Positive,0
great addition home automation display great video calls others echo show works well home automation devices sound great listening music,Positive,1
works great grandson loves easy set durable grandpa dropped issues,Positive,1
smart device works well able work local traffic yet,Positive,1
looking forward see things bought echo show friend mine excited hoping makes great christmas present family,Positive,1
great bluetooth device audible books needed device listen books long drive paired easily car downloading audible books snap,Positive,1
good everything expected order online pick next day easy,Positive,0
love versatility fire newer version fire previously love like camera version lighter taking learn differences improvements,Positive,2
interesting great accessory alexis system helpful fun,Positive,1
love works great battery seems die fast complaint,Positive,1
nice great show nice features audio quality best price point got mine sale using bedroom alarm clock read time without glasses still use sonos play listen sleep playlist ny music unless missed something seems like set volume low night listen music go sleep alarm loud enough use show music much,Neutral,1
great easy set use amazon fire tablet great easy use good value,Positive,1
good emails social media use daily check emails social media recipes,Positive,1
easy simple love simplicity also love use reading download distracting apps,Positive,1
terrific tablet big small right taking movies music go bought go amazon prime membership popped gb mini sd card plenty storage,Positive,0
nice starter tablet kids device nice starter tablet kids fire os freetime unlimited free year excellent environment warranty great kept device sure would opportunity use however device received kids edition box registered kids edition amazon thus freetimeunlimited plan lasted days kids edition warranty apply amazon could register fire kids edition returned,Positive,0
great reading device love kindle fire great reading device,Positive,1
kindle fire awesome purchased kindle fire owning several years love bigger screen added features version,Positive,2
amazon echo show love echo show easy use amazon prime member play songs cook dinner listening music also linked siriusxm listen favorite music easy use year old mother wantwd one,Positive,1
great device great product device performed described great reviews,Positive,1
great kindle quality reasonable price love new kindle size perfect fits right purse easy navigate love touch screen able read outside without glare flaw backlit order read dark need book light mind much wish kindle would come case kindle built book light like first generation kindle,Positive,1
perfect reader kindle great reader bascially computer connects internet takes pictures many great features,Positive,1
alexa great product fun use easy set begin useing,Positive,1
echo best love alexa amazon echo user friendly provides hours entertainment anything recipes news videos amazon music lyrics like karaoke,Positive,1
best echo amazon echo show game changer amazing echo one watch video see door things echo limitless like personal assistant,Positive,1
great combination love combination package got sale amazon echo plus responsive easy use great sound quality easy integrate services hue bulb need get bulbs complete setup,Positive,1
great product awesome gift someone special enjoy much mine would recommend product,Positive,1
never worked thinking must fluke never worked return item received full refund,Negative,1
great value additions great little tablet add google play store takes research,Positive,0
good ebook make excellent ebook reader expect much device except read basic ebooks good thing cheap good read sun,Positive,0
great books tablet purchased book reading works well tablet thinking would full replacement old ipad working well one,Positive,0
awesome tablet yr old grandson great tablet grandson uses watch cartoons also abc mouse uses durable loves,Positive,0
found needed helpful friendly much selection looking found needed,Neutral,1
great game little kids kids love tablets play games take pictures,Positive,1
amazon power fast usb charger got kindle tablet excellent job charging kindle fire lot faster one came kindle fire,Positive,2
amazon echo show echo show device connects range services including amazon music expand experience ask questions see answers echo show connects alexa immersive search experience,Positive,1
happy kids really good kids use kids lock see suppose see love,Positive,0
excellent device best buy help sales guy much knowledge kindle helpful getting started,Positive,1
great gift grandkids bought two two grandchildren year old boy year old girl bought one pink one blue loaded age appropriate games lifesavers,Positive,4
great childs tablet son loves tablet best buy amazon gift credit games apps,Positive,0
compact light husband loves kindle muscular disease keeping able handle anything much weight perfect,Positive,2
another improvement kindle line moving first generation paperwhite appears right move love new size feels tiny perfect hand new automatic brightness setting works quite well wish could crank force required activate page turn buttons however frequently hit accidentally page turn buttons work gloves great reading tree stand,Positive,3
outstanding speed bought gift recipient loves processing speed fact cameras device,Positive,1
great gift purchased gift year old son absolutely loves uses place music ask questions turn lights,Positive,1
great smart home addition purchased addition several alexa products wanted hub connect several smart home devices far pretty easy set use happy sound also,Positive,1
great tablet grandson friend recommended tablet happy,Positive,0
love echo show second purchase echo show love device features used primarily communication yo mother drop nothing talk smile use alexa app phone mom works well still use mobile got one ease home,Positive,1
good device beginners bought sister gift need use laptop basic internet surfing watch movies travelling device speed decent although cannot compare performance laptop want avoid carrying bulky laptop travel want budget make device laptop choose amazon fire tablet,Positive,0
easy use easy use tablet lots apps game available,Positive,1
larger size kindle alot larger better viewing,Positive,2
great tablet price great tablet highest specs gets job done lite tablet users,Positive,0
great tablet great price bought tablet th birthday present niece loves takes everywhere reads books watches netflix name things tablet,Positive,0
ok tablet price got sale mainly get books available b n play audiobooks main drawback constant advertising turn get ad let sit moment two another ad pops ads nothing ever expressed interest irritating color crisp clean love older nook lately b n always books available amazon continue use nook primary e reader fire primary audiobook player,Positive,0
best purchase yr old purchased yr old loves fact play games movies love parental controls able monitor much,Positive,1
recommended salesman works great grandson geek squad get security plan setup acquainted battery life great bright inch screen thin tablet surprising,Positive,1
great product live without great product,Positive,1
great watching movies easy set great picture love keeps kids entertained love also gift,Positive,1
love better face time calling kid since one could call see time perfect cooking timer n best music,Positive,1
great table kids son loves super easy use kids,Positive,1
love kindle voyage love kindle voyage size much smaller older kindle weight much less helps take fm kindle everywhere love touch screen features,Positive,2
amazon echo show lot fun fully enjoy get amazon music unlimited bought four keep touch family alexa entertaining,Positive,1
likes loves helps learn teaches count,Positive,1
great kids purchase super bowl sunday year old birthday perfect gift love gift tablets girl boy purchase pink blue tablet child proof,Positive,0
fun easy set simple use lots fun alexa tell weather forecast play music like hear read recipes much great product,Positive,1
son loves works great would recommend anyone looking good product kid friendly,Positive,1
impressed last kindles last models kindle hdx terrible purchased model kindle last models great last years replaced times problem slot sd card defective gave bought newest model shuts completely try plug external speakers sometimes shuts reason going back first year going last year kindles unless make quality phooey,Negative,4
great tablet child met expectations granddaughter loves user friendly unlimited options would recommend everyone,Positive,0
kindle overrated proprietary apps daughter liked could install basically worthless returned,Negative,2
love granddaughter easy hold access free games careful click payment option year old charged account days good news received emails purchases able get help stopping process happening often loves fire,Positive,1
tap tap tappy pretty cool integration amazon music via mobile phone interface little iffy odd given products come company,Positive,1
great tablet version much better older version better graphics faster processor,Positive,2
son happy son happy mommy daddy asking phones setting time limit awesome,Positive,1
worth great ereader font much clearer paperwhite may enough justify extra page turn buttons great addition would good amazon would add audiobook capability though,Positive,1
husband loving husband years really enjoys spending time kindle smaller one gave one ideal spends hours hours fun,Positive,4
best tablet kids purchased tablet year old daughter fantastic durable user friendly love free educational games movies books,Positive,0
great son love watch favorite cartoon shows love read books,Positive,1
good value price part like tablet got mother con use amazon apps,Positive,0
love kindle like much gave gifts christmas,Positive,4
great tablet price bought gift performed perfectly beat price,Positive,0
full size yet portable read reviews amazon echo products decided portability full size tap made right product lives expectations last day playing music answering questions although accent must give problems get understand comments alexa setting timers alarms lists picked tap ability moved room room even patio recharged overnight,Positive,1
great tablet fast super easy use pleased purchase,Positive,1
good price gift girlfriend loved due fact small compacted,Positive,0
excellent everything wanted great value price,Positive,1
great product easy use bought long time ago,Positive,1
great easy set amazing usefulness love use time continue find new ways take advantage within alexa purchase another one bedroom,Positive,1
upgrade granddaughter loves upgrade birthday,Positive,1
amazon echo smart device hub takes echo amazon echo dot year really wanted develop smart device usage around house upgraded echo great device use drop feature communicate others house especially upstairs without yell smart hub amazing attaching smart devices much seamless st gen echo got time tell nd gen echo devices worth,Positive,1
amazon fire gb love little tablet great tablet money works need checking emails downloading books magazines great price lightweight able facebook messenger sister lives alaska something able phone laptop happy,Positive,0
great budget tablet bought black friday value money tablet lags heavy tasks also apps reloaded apps opened time price expected go budget,Positive,0
excellent product alexa series sounds better preforms better previous model picks voices x better sound quality bose level fills whole room family spends quality time product,Positive,3
good movies amazon decent little tablet game player tablet shuts cant get back play games long periods time ipad sure,Neutral,0
good kids good fast kids good control parents,Positive,0
great product second fire fire tablet great bought second screen pleanty big enough see small enough fit jacket pocket,Positive,1
great reader got sale great price great product,Positive,1
great tablet easy use quite light easy conceal easy use quite quick,Positive,1
page forward back button works well best feature kindle page forward back buttons allow turn pages without taking hards unit,Positive,1
great amazon product amazon echo show great addition connected home allows link phillips hue nest systems control voice great display available information awesome,Positive,1
great great love glad got nephew loves,Positive,1
great screen echo bought display echo turning voicecast routes information tablet voice reaponse exactly hoped would price right,Positive,1
